SA;MZ
-0.5;20.011812217289467
-0.4898989898989899;19.47744264170294
-0.4797979797979798;18.896591329719854
-0.4696969696969697;18.26525993221067
-0.4595959595959596;17.579033524224407
-0.4494949494949495;16.833029342531184
-0.4393939393939394;16.021838232836103
-0.4292929292929293;15.13945764129274
-0.41919191919191917;14.179214782914338
-0.40909090909090906;13.133678381701039
-0.398989898989899;11.994557098242256
-0.3888888888888889;10.752582434530146
-0.3787878787878788;9.397373527404541
-0.3686868686868687;7.917280807466935
-0.35858585858585856;6.299205008569297
-0.3484848484848485;4.528387469297868
-0.33838383838383834;2.5881670885239045
-0.3282828282828283;0.45969871785993466
-0.3181818181818182;-1.8783727361549483
-0.30808080808080807;-4.45028854278625
-0.29797979797979796;-7.2836086552412045
-0.28787878787878785;-10.409705554252842
-0.2777777777777778;-13.864322178898735
-0.2676767676767676;-17.688191915844058
-0.25757575757575757;-21.92770961409644
-0.24747474747474746;-26.63562647902261
-0.23737373737373735;-31.871713741788085
-0.22727272727272724;-37.70329248339488
-0.21717171717171713;-44.2054474768726
-0.20707070707070707;-51.46061168095681
-0.19696969696969696;-59.55699471519382
-0.18686868686868685;-68.58498886354646
-0.17676767676767674;-78.63016110692725
-0.16666666666666663;-89.76066814736936
-0.15656565656565652;-102.00589701752476
-0.1464646464646464;-115.3219981968619
-0.13636363636363635;-129.53938682416484
-0.12626262626262624;-144.28893418033772
-0.11616161616161613;-158.91085460892472
-0.10606060606060602;-172.3679285142726
-0.09595959595959591;-183.21417305426175
-0.0858585858585858;-189.6975185220835
-0.07575757575757575;-190.05965170779297
-0.06565656565656564;-182.994601689451
-0.055555555555555525;-168.078943559664
-0.045454545454545414;-145.94963264928725
-0.035353535353535304;-118.17960662999256
-0.025252525252525193;-87.01858089543164
-0.015151515151515138;-55.17100790039984
-0.0050505050505050275;-25.556321206214403
0.005050505050505083;-0.5320540732066197
0.015151515151515249;18.261251173779666
0.025252525252525304;29.75540615457958
0.03535353535353536;33.70722739217147
0.045454545454545525;30.740416502758702
0.05555555555555558;22.14785858909857
0.06565656565656575;9.570023325925856
0.0757575757575758;-5.3275965159812
0.08585858585858586;-21.099000349409746
0.09595959595959602;-36.64980736644682
0.10606060606060608;-51.26192003585952
0.11616161616161624;-64.54370170212151
0.1262626262626263;-76.34684594486428
0.13636363636363646;-86.68208204883591
0.14646464646464652;-95.65064205005669
0.15656565656565657;-103.39596632888757
0.16666666666666674;-110.07330259743134
0.1767676767676768;-115.83255243167753
0.18686868686868696;-120.80986659087203
0.19696969696969702;-125.12452500823912
0.20707070707070718;-128.87874612050305
0.21717171717171724;-132.15895323734415
0.2272727272727273;-135.03763813949323
0.23737373737373746;-137.57535269583548
0.24747474747474751;-139.8225937525934
0.2575757575757577;-141.82148017164508
0.26767676767676774;-143.60719300769406
0.2777777777777778;-145.20918602303584
0.28787878787878796;-146.65218982055498
0.297979797979798;-147.95703817143888
0.3080808080808082;-149.14134497543373
0.31818181818181823;-150.22005768654995
0.3282828282828284;-151.2059095505013
0.33838383838383845;-152.1097894331685
0.3484848484848485;-152.94104474183104
0.3585858585858587;-153.70773009253438
0.36868686868686873;-154.416811980743
0.3787878787878789;-155.07433773666878
0.38888888888888895;-155.68557543817045
0.3989898989898991;-156.2551301550777
0.40909090909090917;-156.78704085475647
0.4191919191919192;-157.2848614619063
0.4292929292929294;-157.75172889558095
0.43939393939393945;-158.19042037001782
0.4494949494949496;-158.60340181603948
0.45959595959595967;-158.9928689348964
0.4696969696969697;-159.36078211914025
0.4797979797979799;-159.70889625170346
0.48989898989898994;-160.03878621390996
0.5;-160.35186878699008
