SA;MZ
-0.5;-6.704466580949671
-0.4898989898989899;-6.711173422529012
-0.4797979797979798;-6.718573712379046
-0.4696969696969697;-6.7267433673203
-0.4595959595959596;-6.735768455243115
-0.4494949494949495;-6.745746827937692
-0.4393939393939394;-6.756790064519169
-0.4292929292929293;-6.769025794138368
-0.41919191919191917;-6.7826004840611525
-0.40909090909090906;-6.797682801560661
-0.398989898989899;-6.8144676869757745
-0.3888888888888889;-6.83318131287401
-0.3787878787878788;-6.8540871533980665
-0.3686868686868687;-6.877493452490664
-0.35858585858585856;-6.903762465128119
-0.3484848484848485;-6.933321959263178
-0.33838383838383834;-6.966679617893756
-0.3282828282828283;-7.00444118421523
-0.3181818181818182;-7.047333466755333
-0.30808080808080807;-7.096233690633505
-0.29797979797979796;-7.152207178193299
-0.28787878787878785;-7.21655600782322
-0.2777777777777778;-7.290882179601954
-0.2676767676767676;-7.377169950008245
-0.25757575757575757;-7.477893385861933
-0.24747474747474746;-7.596156708596315
-0.23737373737373735;-7.735876212916074
-0.22727272727272724;-7.9020122327589535
-0.21717171717171713;-8.100854783901763
-0.20707070707070707;-8.34035014882247
-0.19696969696969696;-8.63041240580125
-0.18686868686868685;-8.983062178176862
-0.17676767676767674;-9.41201761495697
-0.16666666666666663;-9.93095464411158
-0.15656565656565652;-10.549061262367252
-0.1464646464646464;-11.262207006616821
-0.13636363636363635;-12.039762887578313
-0.12626262626262624;-12.813614938353744
-0.11616161616161613;-13.484891309949951
-0.10606060606060602;-13.958118804892667
-0.09595959595959591;-14.180404997570312
-0.0858585858585858;-14.146523243259939
-0.07575757575757575;-13.869235137884345
-0.06565656565656564;-13.353951415759802
-0.055555555555555525;-12.607854653211083
-0.045454545454545414;-11.67878592016453
-0.035353535353535304;-10.682492918327895
-0.025252525252525193;-9.77364816598836
-0.015151515151515138;-9.077800683921684
-0.0050505050505050275;-8.647449352490478
0.005050505050505083;-8.465257531894098
0.015151515151515249;-8.475499055433183
0.025252525252525304;-8.616571776323221
0.03535353535353536;-8.833043903051466
0.045454545454545525;-9.080259122664886
0.05555555555555558;-9.326371357803035
0.06565656565656575;-9.552129376385098
0.0757575757575758;-9.748583309358283
0.08585858585858586;-9.913805914052588
0.09595959595959602;-10.049834102709353
0.10606060606060608;-10.160449520000501
0.11616161616161624;-10.24984227432607
0.1262626262626263;-10.321935026899519
0.13636363636363646;-10.380113774940051
0.14646464646464652;-10.427174990864629
0.15656565656565657;-10.465371644551368
0.16666666666666674;-10.496494382209528
0.1767676767676768;-10.521957004024037
0.18686868686868696;-10.542873313404955
0.19696969696969702;-10.560121342908005
0.20707070707070718;-10.574394991570093
0.21717171717171724;-10.586244659637147
0.2272727272727273;-10.596108853964834
0.23737373737373746;-10.604338630360525
0.24747474747474751;-10.611216459900664
0.2575757575757577;-10.616970799219558
0.26767676767676774;-10.621787367570803
0.2777777777777778;-10.625817903528436
0.28787878787878796;-10.629186991665302
0.297979797979798;-10.631997408173309
0.3080808080808082;-10.63433432642036
0.31818181818181823;-10.636268641611425
0.3282828282828284;-10.63785961193299
0.33838383838383845;-10.639156966950683
0.3484848484848485;-10.640202598842464
0.3585858585858587;-10.641031925431754
0.36868686868686873;-10.641674993791097
0.3787878787878789;-10.642157377814243
0.38888888888888895;-10.642500911406438
0.3989898989898991;-10.642724289927711
0.40909090909090917;-10.642843565576595
0.4191919191919192;-10.64287255702438
0.4292929292929294;-10.642823189429489
0.43939393939393945;-10.642705777697092
0.4494949494949496;-10.642529263289084
0.45959595959595967;-10.642301412873028
0.4696969696969697;-10.642028985503588
0.4797979797979799;-10.641717873763254
0.48989898989898994;-10.641373223278672
0.5;-10.640999534220011
