LSR;FX
-0.5;-2605.669369984201
-0.4898989898989899;-2610.4163149809892
-0.4797979797979798;-2615.201985783809
-0.4696969696969697;-2620.0192809027144
-0.4595959595959596;-2624.8597621052313
-0.4494949494949495;-2629.713444571748
-0.4393939393939394;-2634.5685532082252
-0.4292929292929293;-2639.4112393150453
-0.41919191919191917;-2644.2252507552316
-0.40909090909090906;-2648.9915475090293
-0.398989898989899;-2653.687853006466
-0.3888888888888889;-2658.2881298492443
-0.3787878787878788;-2662.7619664147055
-0.3686868686868687;-2667.073858314943
-0.35858585858585856;-2671.182365691285
-0.3484848484848485;-2675.0391237756567
-0.33838383838383834;-2678.5876799537327
-0.3282828282828283;-2681.762125619159
-0.3181818181818182;-2684.4854853080456
-0.30808080808080807;-2686.6678188435376
-0.29797979797979796;-2688.2039844097535
-0.28787878787878785;-2688.971001550737
-0.2777777777777778;-2688.8249430498868
-0.2676767676767676;-2687.5972735858377
-0.25757575757575757;-2685.090541242707
-0.24747474747474746;-2681.073315890307
-0.23737373737373735;-2675.2742570390624
-0.22727272727272724;-2667.375184466824
-0.21717171717171713;-2657.0030199558155
-0.20707070707070707;-2643.7204712181906
-0.19696969696969696;-2627.0153443934837
-0.18686868686868685;-2606.2884062889566
-0.17676767676767674;-2580.839781519323
-0.16666666666666663;-2549.8539765217142
-0.15656565656565652;-2512.38379155988
-0.1464646464646464;-2467.333642273273
-0.13636363636363635;-2413.4432097812055
-0.12626262626262624;-2349.27294928537
-0.11616161616161613;-2273.1939440804335
-0.10606060606060602;-2183.386123116003
-0.09595959595959591;-2077.8513343664727
-0.0858585858585858;-1954.451692624744
-0.07575757575757575;-1810.9894585981265
-0.06565656565656564;-1645.3521696035227
-0.055555555555555525;-1455.7531454827656
-0.045454545454545414;-1241.0950838790932
-0.035353535353535304;-1001.4586553969543
-0.025252525252525193;-738.6526916991878
-0.015151515151515138;-456.6607679041006
-0.0050505050505050275;-161.7337882214406
0.005050505050505083;138.08822368246047
0.015151515151515249;434.0243047323258
0.025252525252525304;717.8648793432313
0.03535353535353536;983.0807163331776
0.045454545454545525;1225.3861463071567
0.05555555555555558;1442.715312210393
0.06565656565656575;1634.8084848142005
0.0757575757575758;1802.6627348491331
0.08585858585858586;1948.0266951254875
0.09595959595959602;2073.015941824245
0.10606060606060608;2179.8543762810436
0.11616161616161624;2270.7162186787664
0.1262626262626263;2347.6381427039732
0.13636363636363646;2412.476572989229
0.14646464646464652;2466.892618579305
0.15656565656565657;2512.3532508515336
0.16666666666666674;2550.141583748787
0.1767676767676768;2581.3718415799644
0.18686868686868696;2607.0063028654263
0.19696969696969702;2627.872572851189
0.20707070707070718;2644.6802109650775
0.21717171717171724;2658.0361716004472
0.2272727272727273;2668.458794979713
0.23737373737373746;2676.39026238099
0.24747474747474751;2682.20754003627
0.2575757575757577;2686.231900534042
0.26767676767676774;2688.737144631249
0.2777777777777778;2689.9566604749793
0.28787878787878796;2690.0894586620457
0.297979797979798;2689.305315374462
0.3080808080808082;2687.749145445735
0.31818181818181823;2685.544714899706
0.3282828282828284;2682.797789703346
0.33838383838383845;2679.598805062784
0.3484848484848485;2676.0251280593366
0.3585858585858587;2672.1429760081373
0.36868686868686873;2668.0090437039044
0.3787878787878789;2663.6718846767476
0.38888888888888895;2659.173084640414
0.3989898989898991;2654.5482593732218
0.40909090909090917;2649.8279042151653
0.4191919191919192;2645.0381180806926
0.4292929292929294;2640.2012212694467
0.43939393939393945;2635.336283310459
0.4494949494949496;2630.4595745131533
0.45959595959595967;2625.584952746324
0.4696969696969697;2620.724195159481
0.4797979797979799;2615.88728304451
0.48989898989898994;2611.082646762643
0.5;2606.317376592855
