LSR;FX
-0.5;-3777.5143951275027
-0.4898989898989899;-3770.894083238314
-0.4797979797979798;-3763.6542891950194
-0.4696969696969697;-3755.745683514851
-0.4595959595959596;-3747.11490612675
-0.4494949494949495;-3737.7042474834516
-0.4393939393939394;-3727.4513109851387
-0.4292929292929293;-3716.2886575808366
-0.41919191919191917;-3704.1434340767614
-0.40909090909090906;-3690.936987517364
-0.398989898989899;-3676.5844690450695
-0.3888888888888889;-3660.994431920962
-0.3787878787878788;-3644.0684299328
-0.3686868686868687;-3625.70062425727
-0.35858585858585856;-3605.7774090016055
-0.3484848484848485;-3584.1770681318726
-0.33838383838383834;-3560.769479284026
-0.3282828282828283;-3535.4158829934195
-0.3181818181818182;-3507.9687390566096
-0.30808080808080807;-3478.2716948608795
-0.29797979797979796;-3446.1596932701627
-0.28787878787878785;-3411.4592495679135
-0.2777777777777778;-3373.9889273349695
-0.2676767676767676;-3333.5600409974118
-0.25757575757575757;-3289.9776067412336
-0.24747474747474746;-3243.041551674101
-0.23737373737373735;-3192.5481709725937
-0.22727272727272724;-3138.291790870472
-0.21717171717171713;-3080.066547158715
-0.20707070707070707;-3017.668118285726
-0.19696969696969696;-2950.895150977687
-0.18686868686868685;-2879.5499734534005
-0.17676767676767674;-2803.4379916456564
-0.16666666666666663;-2722.3648866718013
-0.15656565656565652;-2636.130349263621
-0.1464646464646464;-2544.5165632667895
-0.13636363636363635;-2447.2689454661413
-0.12626262626262624;-2344.065733735823
-0.11616161616161613;-2234.471918825511
-0.10606060606060602;-2117.87194602642
-0.09595959595959591;-1993.3752462969305
-0.0858585858585858;-1859.6907404290453
-0.07575757575757575;-1714.9749472800306
-0.06565656565656564;-1556.6809801627096
-0.055555555555555525;-1381.4846990159397
-0.045454545454545414;-1185.4496662735119
-0.035353535353535304;-964.6938945440145
-0.025252525252525193;-716.8239171077262
-0.015151515151515138;-443.0544969066451
-0.0050505050505050275;-150.07312940483257
0.005050505050505083;150.07321933179864
0.015151515151515249;443.056723207141
0.025252525252525304;716.8326513284226
0.03535353535353536;964.7129084298771
0.045454545454545525;1185.480101988651
0.05555555555555558;1381.5249008898975
0.06565656565656575;1556.7274608057658
0.0757575757575758;1715.0235264546034
0.08585858585858586;1859.7373698960905
0.09595959595959602;1993.4164505610547
0.10606060606060608;2117.9049801722467
0.11616161616161624;2234.4947630405286
0.1262626262626263;2344.0770112104033
0.13636363636363646;2447.2678146681
0.14646464646464652;2544.5026105090715
0.15656565656565657;2636.1034927609944
0.16666666666666674;2722.3252955736866
0.1767676767676768;2803.386019899146
0.18686868686868696;2879.486106874291
0.19696969696969702;2950.819965487685
0.20707070707070718;3017.582247326851
0.21717171717171724;3079.9706565297693
0.2272727272727273;3138.1865595087143
0.23737373737373746;3192.43427646811
0.24747474747474751;3242.919659534189
0.2575757575757577;3289.8483626136176
0.26767676767676774;3333.424065217302
0.2777777777777778;3373.8468112872793
0.28787878787878796;3411.3115534575436
0.297979797979798;3446.0069449750144
0.3080808080808082;3478.114389608098
0.31818181818181823;3507.807339715529
0.3282828282828284;3535.250820821538
0.33838383838383845;3560.6011549967434
0.3484848484848485;3584.0058531945733
0.3585858585858587;3605.6036470650683
0.36868686868686873;3625.524632675307
0.3787878787878789;3643.8905013154845
0.38888888888888895;3660.81483568826
0.3989898989898991;3676.4034529548403
0.40909090909090917;3690.754779148909
0.4191919191919192;3703.960242256747
0.4292929292929294;3716.104673742905
0.43939393939393945;3727.2667104578586
0.4494949494949496;3737.519190703954
0.45959595959595967;3746.9295397793226
0.4696969696969697;3755.560141595266
0.4797979797979799;3763.468694002425
0.48989898989898994;3770.7085462972827
0.5;3777.329018043336
