LSR;FX
-0.5;-2382.17871059921
-0.4898989898989899;-2378.9663959481
-0.4797979797979798;-2375.4057509137447
-0.4696969696969697;-2371.4679349770795
-0.4595959595959596;-2367.121647390147
-0.4494949494949495;-2362.3329134238875
-0.4393939393939394;-2357.0648535063165
-0.4292929292929293;-2351.277434418319
-0.41919191919191917;-2344.927201824039
-0.40909090909090906;-2337.96699357082
-0.398989898989899;-2330.3456334098205
-0.3888888888888889;-2322.007605072699
-0.3787878787878788;-2312.892707002643
-0.3686868686868687;-2302.93568848831
-0.35858585858585856;-2292.0658684934815
-0.3484848484848485;-2280.206739114466
-0.33838383838383834;-2267.275556324254
-0.3282828282828283;-2253.182921455761
-0.3181818181818182;-2237.8323576948696
-0.30808080808080807;-2221.1198866252494
-0.29797979797979796;-2202.9336104773015
-0.28787878787878785;-2183.153306009823
-0.2777777777777778;-2161.65003564332
-0.2676767676767676;-2138.2857802124145
-0.25757575757575757;-2112.9130950231156
-0.24747474747474746;-2085.374786136908
-0.23737373737373735;-2055.503596113073
-0.22727272727272724;-2023.121876766474
-0.21717171717171713;-1988.0412095766264
-0.20707070707070707;-1950.0619108015912
-0.19696969696969696;-1908.9723267012566
-0.18686868686868685;-1864.5477835039198
-0.17676767676767674;-1816.54900683454
-0.16666666666666663;-1764.7197685558795
-0.15656565656565652;-1708.7834623098547
-0.1464646464646464;-1648.4382682770736
-0.13636363636363635;-1583.3505746294347
-0.12626262626262624;-1513.1464376079919
-0.11616161616161613;-1437.4011900956257
-0.10606060606060602;-1355.6280264389488
-0.09595959595959591;-1267.267768094046
-0.0858585858585858;-1171.684401383844
-0.07575757575757575;-1068.1746860301464
-0.06565656565656564;-956.0050393218934
-0.055555555555555525;-834.4935756032036
-0.045454545454545414;-703.1555236726028
-0.035353535353535304;-561.9186283182024
-0.025252525252525193;-411.383121806087
-0.015151515151515138;-253.0495386387267
-0.0050505050505050275;-89.39309579562119
0.005050505050505083;76.323778374573
0.015151515151515249;240.50598998154692
0.025252525252525304;399.8056169264388
0.03535353535353536;551.6067634654895
0.045454545454545525;694.2554592309557
0.05555555555555558;827.0197891722136
0.06565656565656575;949.8788032626294
0.0757575757575758;1063.2633401998255
0.08585858585858586;1167.8326462459625
0.09595959595959602;1264.3186942053142
0.10606060606060608;1353.4352237362716
0.11616161616161624;1435.8344582070588
0.1262626262626263;1512.0934727936772
0.13636363636363646;1582.7164080934956
0.14646464646464652;1648.1436180838866
0.15656565656565657;1708.7626902217985
0.16666666666666674;1764.9188176637379
0.1767676767676768;1816.9235024470365
0.18686868686868696;1865.0613692096358
0.19696969696969702;1909.595248606496
0.20707070707070718;1950.7698343302177
0.21717171717171724;1988.8142414587305
0.2272727272727273;2023.943761946814
0.23737373737373746;2056.3610607216374
0.24747474747474751;2086.2570008909024
0.2575757575757577;2113.811237173537
0.26767676767676774;2139.1926757773244
0.2777777777777778;2162.559866913152
0.28787878787878796;2184.061372083714
0.297979797979798;2203.836130900784
0.3080808080808082;2222.013840095505
0.31818181818181823;2238.715349339793
0.3282828282828284;2254.0530734370136
0.33838383838383845;2268.1314175160655
0.3484848484848485;2281.0472104154123
0.3585858585858587;2292.8901409761315
0.36868686868686873;2303.743192112882
0.3787878787878789;2313.6830680408398
0.38888888888888895;2322.7806107270403
0.3989898989898991;2331.1012023880844
0.40909090909090917;2338.705151597649
0.4191919191919192;2345.648061252487
0.4292929292929294;2351.9811772513094
0.43939393939393945;2357.751717258163
0.4494949494949496;2363.0031793503563
0.45959595959595967;2367.7756306961496
0.4696969696969697;2372.1059766773888
0.4797979797979799;2376.0282110766702
0.48989898989898994;2379.573648097119
0.5;2382.771137084798
