LSR;FX
-0.5;-5099.085112300612
-0.4898989898989899;-5088.608360181363
-0.4797979797979798;-5077.191361103772
-0.4696969696969697;-5064.760076164409
-0.4595959595959596;-5051.234546895264
-0.4494949494949495;-5036.528458193363
-0.4393939393939394;-5020.548683700969
-0.4292929292929293;-5003.194817321509
-0.41919191919191917;-4984.35869604296
-0.40909090909090906;-4963.923921073157
-0.398989898989899;-4941.765386525582
-0.3888888888888889;-4917.7488275857195
-0.3787878787878788;-4891.730403290152
-0.3686868686868687;-4863.556332807322
-0.35858585858585856;-4833.062608445592
-0.3484848484848485;-4800.074813525404
-0.33838383838383834;-4764.4080786826125
-0.3282828282828283;-4725.867215990395
-0.3181818181818182;-4684.24707626344
-0.30808080808080807;-4639.333180658339
-0.29797979797979796;-4590.902682630005
-0.28787878787878785;-4538.725719605263
-0.2777777777777778;-4482.567214217093
-0.2676767676767676;-4422.189181008902
-0.25757575757575757;-4357.353584045411
-0.24747474747474746;-4287.825771087289
-0.23737373737373735;-4213.378477334903
-0.22727272727272724;-4133.796341650133
-0.21717171717171713;-4048.880804725066
-0.20707070707070707;-3958.45515411934
-0.19696969696969696;-3862.369334868957
-0.18686868686868685;-3760.503941455678
-0.17676767676767674;-3652.772524965621
-0.16666666666666663;-3539.1209537506184
-0.15656565656565652;-3419.522002417061
-0.1464646464646464;-3293.962526514157
-0.13636363636363635;-3162.4193756944023
-0.12626262626262624;-3024.8184102035048
-0.11616161616161613;-2880.9683551141893
-0.10606060606060602;-2730.4574975097644
-0.09595959595959591;-2572.4964239549677
-0.0858585858585858;-2405.685251359345
-0.07575757575757575;-2227.683662912308
-0.06565656565656564;-2034.7798458858201
-0.055555555555555525;-1821.4226901820807
-0.045454545454545414;-1579.9635421481776
-0.035353535353535304;-1301.2194196047524
-0.025252525252525193;-976.9142006716534
-0.015151515151515138;-604.8249072651242
-0.0050505050505050275;-195.05396973798673
0.005050505050505083;228.28512058392894
0.015151515151515249;635.0854038143879
0.025252525252525304;1002.361843890232
0.03535353535353536;1321.3961425237937
0.045454545454545525;1595.3392885750707
0.05555555555555558;1832.8328126660704
0.06565656565656575;2043.0730592735429
0.0757575757575758;2233.5794664157484
0.08585858585858586;2409.7475694393625
0.09595959595959602;2575.1526571508266
0.10606060606060608;2732.028112455759
0.11616161616161624;2881.69397135654
0.1262626262626263;3024.881099440321
0.13636363636363646;3161.958407047224
0.14646464646464652;3293.0857127840086
0.15656565656565657;3418.3138126244817
0.16666666666666674;3537.6483233886133
0.1767676767676768;3651.089046864742
0.18686868686868696;3758.652919525027
0.19696969696969702;3860.38603600561
0.20707070707070718;3956.3684903693925
0.21717171717171724;4046.714606626665
0.2272727272727273;4131.570334953008
0.23737373737373746;4211.10904190879
0.24747474747474751;4285.526537881121
0.2575757575757577;4355.035910087655
0.26767676767676774;4419.862531384349
0.2777777777777778;4480.239472193194
0.28787878787878796;4536.403440583273
0.297979797979798;4588.591303666109
0.3080808080808082;4637.037194463028
0.31818181818181823;4681.970176518166
0.3282828282828284;4723.6124192951565
0.33838383838383845;4762.17782731058
0.3484848484848485;4797.87106230284
0.3585858585858587;4830.886898420533
0.36868686868686873;4861.409853864968
0.3787878787878789;4889.614047478014
0.38888888888888895;4915.663234599834
0.3989898989898991;4939.710982560292
0.40909090909090917;4961.900952036576
0.4191919191919192;4982.367255977404
0.4292929292929294;5001.23487273476
0.43939393939393945;5018.620094404262
0.4494949494949496;5034.630995150705
0.45959595959595967;5049.367907512526
0.4696969696969697;5062.923897382852
0.4797979797979799;5075.3852306089675
0.48989898989898994;5086.831825993115
0.5;5097.33769097118
