SA;MZ
-0.2;49.675052822243316
-0.19595959595959597;49.015189864754575
-0.19191919191919193;48.31618842554519
-0.1878787878787879;47.57536232503868
-0.18383838383838386;46.78982537390647
-0.17979797979797982;45.95647981023821
-0.17575757575757578;45.072005404423024
-0.1717171717171717;44.13284975420477
-0.1676767676767677;43.135220456192634
-0.16363636363636364;42.07508004517756
-0.15959595959595962;40.948144847380405
-0.15555555555555556;39.74988920767346
-0.15151515151515152;38.47555693399266
-0.14747474747474748;37.12018226480025
-0.14343434343434344;35.6786232168491
-0.1393939393939394;34.145610817326364
-0.13535353535353536;32.515818468261
-0.13131313131313133;30.783956524543562
-0.1272727272727273;28.944898068552412
-0.12323232323232325;26.993842791471053
-0.11919191919191921;24.926526770658885
-0.11515151515151516;22.73948664885622
-0.11111111111111112;20.43038710487279
-0.10707070707070708;17.998420319495438
-0.10303030303030304;15.444785069642656
-0.098989898989899;12.773250732634079
-0.09494949494949496;9.990807385958842
-0.09090909090909093;7.108396846920332
-0.08686868686868687;4.141710446273862
-0.08282828282828283;1.11202725215691
-0.0787878787878788;-1.9529486578923638
-0.07474747474747476;-5.018310949039115
-0.07070707070707072;-8.041311899190866
-0.06666666666666668;-10.970957774038645
-0.06262626262626264;-13.747949638806368
-0.0585858585858586;-16.305087497380505
-0.054545454545454564;-18.568250728726106
-0.050505050505050525;-20.45804683670103
-0.046464646464646486;-21.89218030716588
-0.04242424242424245;-22.788532426575586
-0.03838383838383841;-23.068862505907795
-0.03434343434343434;-22.662946002353415
-0.030303030303030304;-21.512865259703766
-0.026262626262626265;-19.577079519809566
-0.022222222222222227;-16.833843876623554
-0.018181818181818188;-13.283546757410498
-0.01414141414141415;-8.949614111460015
-0.01010101010101011;-3.877794296125437
-0.006060606060606072;1.8661246204249196
-0.002020202020202033;8.199847370889803
0.0020202020202020055;15.028806083940431
0.006060606060606044;22.2504207846238
0.010101010101010083;29.756173871422206
0.014141414141414121;37.41846612602416
0.01818181818181816;45.09930090935191
0.0222222222222222;52.66371654330783
0.026262626262626265;59.98196352215625
0.030303030303030304;66.93048212061103
0.03434343434343434;73.39237415981603
0.03838383838383838;79.2580024442296
0.04242424242424242;84.4263048604297
0.04646464646464646;88.80721865035878
0.0505050505050505;92.32529257848907
0.05454545454545451;94.9241692671668
0.058585858585858575;96.5712339180757
0.06262626262626264;97.26146528348985
0.06666666666666665;97.01949997765655
0.07070707070707072;95.89918221464785
0.07474747474747473;93.98036706153454
0.0787878787878788;91.3633284576429
0.0828282828282828;88.161606467871
0.08686868686868687;84.49436780196501
0.09090909090909088;80.47930783101206
0.09494949494949495;76.22685418353392
0.09898989898989896;71.83606308877503
0.10303030303030303;67.3922497202094
0.10707070707070704;62.96613956161462
0.1111111111111111;58.61419295144332
0.11515151515151512;54.37972354334936
0.11919191919191918;50.29446922234574
0.1232323232323232;46.38034595340102
0.12727272727272726;42.65119450012264
0.13131313131313133;39.11440106162146
0.13535353535353534;35.77232874663645
0.1393939393939394;32.62353645873356
0.14343434343434341;29.663787323461552
0.14747474747474748;26.88686348332389
0.1515151515151515;24.285211136135906
0.15555555555555556;21.850441780686634
0.15959595959595957;19.57371477465199
0.16363636363636364;17.446023900300073
0.16767676767676765;15.458407577949336
0.1717171717171717;13.6020992101675
0.17575757575757572;11.868631180899268
0.1797979797979798;10.249903414916893
0.1838383838383838;8.738225170458598
0.18787878787878787;7.326336884051443
0.19191919191919193;6.007417376492118
0.19595959595959594;4.775080516899852
0.2;3.623364479974331
